"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048762","GO:0048762","mesenchymal cell differentiation","109/5862","254/28905",0.429133858267717,2.11602084156062,9.01055708614277,1.87357428661754e-16,7.68046121571367e-15,3.0612809497063e-15,"106957/114715/114716/11477/114774/11490/11501/11606/12006/12043/12159/12162/12558/12631/12667/13132/13138/13207/13614/13617/13618/13641/13731/13805/13838/14182/14183/14268/14275/14538/14609/14726/15117/15213/15375/16193/16449/16776/16950/17131/171463/17242/17260/17311/17967/18018/18121/18187/18188/18569/192176/19317/19664/19877/19878/20319/20348/20350/20351/20354/20356/20358/20360/20361/20583/20613/20681/208177/21386/214968/21804/21814/21844/21859/218877/218952/22409/22411/226352/226778/231858/23790/23967/24063/24064/24136/243574/246154/319530/319757/353310/52662/56198/629378/66515/67525/68010/68585/68675/69601/70300/71228/71890/76707/76905/93840/94352/97064/98711",109
"GO:0006869","GO:0006869","lipid transport","165/5862","447/28905",0.369127516778524,1.82013491512849,8.81392289050226,2.06510958781749e-16,8.41205399189454e-15,3.35287945736924e-15,"101488/103161/105722/106326/107508/108116/110460/11303/11307/11421/114229/114679/11520/11606/11651/11666/11770/11815/11816/11957/11980/11982/12161/12306/12389/12394/12491/12613/12752/12904/12953/13132/13167/13350/13614/13645/14077/14081/14419/14667/16009/16179/16323/16410/16416/16523/16534/16535/16803/16889/16971/171504/17250/17777/18145/18391/18559/18669/18671/18718/18779/18830/19016/19225/19247/192663/19300/19659/20524/20525/20652/20750/20778/20788/20845/20932/20963/211323/21333/213948/216225/216892/217265/21763/21825/218335/22038/22229/22234/22359/227358/227446/228432/228983/233979/235283/235527/237636/238257/239273/245860/26357/26365/26367/26399/26457/26569/272636/27376/27403/27404/27410/27801/319581/319767/320560/384783/50500/50770/50790/52014/52635/53322/53357/54219/54525/54667/54670/56018/56356/58207/58887/63954/64291/64292/65970/66350/66390/66397/66437/66508/67963/68039/68299/68453/69071/69076/69106/69847/69863/70310/71345/71720/74114/74309/74486/75750/76205/77371/77577/78896/79196/79554/93759/99031",165
"GO:0007044","GO:0007044","cell-substrate junction assembly","57/5862","98/28905",0.581632653061224,2.86797881895849,9.34261259140058,2.14525398784086e-16,8.68355639354954e-15,3.46109498071379e-15,"107581/109711/110829/11350/11426/11815/11854/11856/12043/12552/12631/12821/13043/13518/13640/13829/14268/16398/16402/16410/16416/16475/16542/16774/16971/17387/17886/18810/19229/19247/192897/19303/19877/20194/20411/208177/216560/21687/21838/21894/218952/21961/22330/226352/226519/235431/23790/244895/26921/434204/50768/56229/67811/68606/69697/76707/77057",57
"GO:0014812","GO:0014812","muscle cell migration","70/5862","134/28905",0.522388059701492,2.57584900472051,9.22193153962751,2.1892099581132e-16,8.78937316838406e-15,3.50327146827908e-15,"11421/11504/11606/11792/12043/12305/12389/13078/13653/14066/14107/14673/14739/14745/15117/16000/16009/16011/16195/16202/16398/16416/16534/16971/17242/17246/17260/17869/17886/17918/18024/18124/18133/18214/18552/18590/18591/18596/18605/18667/18791/18792/18844/19016/19017/19091/19877/20195/20563/20660/20851/208727/211770/214968/21752/21898/22003/231637/234593/238871/319757/353156/50490/50706/54601/56508/57342/67220/67299/71785",70
"GO:0051235","GO:0051235","maintenance of location","142/5862","366/28905",0.387978142076503,1.91308566986034,8.86676228472405,2.19870894982883e-16,8.78937316838406e-15,3.50327146827908e-15,"100705/102774/103172/106326/108686/108837/109676/110355/110911/11307/11350/11512/11520/11651/11735/11749/11816/11979/11993/12021/12266/12314/12316/12389/12491/12667/12683/12953/13057/13167/13350/13617/14061/14065/14118/14119/14226/14319/14421/14466/14609/14667/14705/14723/14724/15114/15211/15212/15277/15945/16410/16416/16438/16439/16440/16818/16859/16889/16956/170756/17294/17918/17965/18049/18145/18605/18643/18754/18760/18764/18795/18799/18829/19016/192176/19229/19240/19387/20259/20312/20541/20652/20660/20684/20778/20788/20850/20851/211323/21335/216440/21838/21926/22063/223697/227695/227753/228790/228859/230738/231070/233806/233979/234779/23796/238161/238871/24069/268977/26903/269615/27419/320951/432995/52076/56320/56334/56384/59091/64009/65973/66573/666244/66629/66853/66913/66972/672511/67469/67800/67830/67963/68137/68312/68832/68943/69863/72759/72961/74596/76123/93759",142
"GO:0048660","GO:0048660","regulation of smooth muscle cell proliferation","90/5862","194/28905",0.463917525773196,2.28753600861041,9.07545610576083,2.32644133451634e-16,9.20346336331422e-15,3.66831968473337e-15,"108655/110355/11504/11606/11651/11684/11815/11816/12159/12168/12389/12554/12575/12576/12797/13057/13433/13609/13614/13649/13653/13874/13982/14183/14254/14375/14673/14678/14682/14739/15200/16000/16001/16009/16011/16168/16179/16193/16194/16202/16398/16416/16534/16600/17246/17260/17390/17869/18124/18131/18160/18162/18214/18295/18392/18569/18591/18596/18673/18706/18750/19016/19017/19091/19204/19225/19737/20312/20656/20851/208727/211770/21752/21825/21859/21898/21926/21929/22003/22034/22059/234593/238871/239273/29811/30878/58859/60611/67087/71785",90
"GO:0043588","GO:0043588","skin development","135/5862","342/28905",0.394736842105263,1.94641221785272,8.88022260826242,2.33089578654478e-16,9.20346336331422e-15,3.66831968473337e-15,"105171/107656/109620/110308/11651/11684/11886/12043/12192/12367/12394/12560/12575/12614/12633/12737/12740/12831/12832/12833/13167/13388/13393/13603/13649/13836/13871/14027/14178/14183/14313/14365/14419/14466/14633/14977/15220/16011/16323/16398/16400/16480/16600/16664/16666/16667/16687/16688/16765/16776/16826/16939/170441/17918/18426/18590/18605/18755/18810/18991/19041/19143/19224/19225/192897/195733/19664/19877/19878/20249/20602/20613/20672/20807/21415/21419/21420/214531/214922/216725/21816/21926/22061/22088/22234/22337/22409/22601/226519/228357/230793/231470/231580/232174/235505/23801/24069/241639/252973/26569/27419/28114/29820/319530/319757/320051/381269/404634/406223/432987/494504/50523/52609/54139/54325/55948/56338/56407/58208/66705/67549/67694/68268/70300/71913/72333/73822/74104/74127/74155/74754/76560/80859/93840/99138",135
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","137/5862","349/28905",0.392550143266476,1.93562980060005,8.86952667629768,2.40173000293512e-16,9.42532579200636e-15,3.75674969008529e-15,"104831/107527/108797/110351/110557/11350/11352/114774/11486/11501/11735/11776/12010/12053/12144/12151/12162/12333/12389/12394/12479/12505/12509/12520/12703/13136/13137/13482/13641/13642/13643/13655/13846/13848/14082/14251/14252/14312/14345/14537/14538/14634/14723/14726/14732/14924/14972/14997/15006/15007/15013/15015/15018/15040/15117/15289/15510/15894/16000/16002/16008/16168/16179/16190/16193/16194/16195/16196/16453/16579/16818/16852/16859/17131/17242/17311/17974/18124/18761/18829/19204/19260/19261/192656/19273/19401/20296/20312/20339/20344/20443/207952/20850/20851/20963/214812/21838/21926/21950/22034/22042/22329/223601/22433/22724/230979/234839/23871/238871/242122/243910/26365/26367/268564/320404/328365/333883/50723/54371/54446/56048/56468/57376/63953/66993/67155/67916/74015/74048/76088/78317/80859/83430/83554/83796/83945/99571",137
"GO:0048754","GO:0048754","branching morphogenesis of an epithelial tube","89/5862","191/28905",0.465968586387435,2.29764960585616,9.0752719121277,2.42293547752166e-16,9.45091680807841e-15,3.76694976632873e-15,"11350/114249/11477/11600/11606/11622/11835/12034/12043/12159/12162/12234/12305/12505/12614/12767/12826/13036/13138/13614/13617/13645/13805/13836/13982/14164/14183/14254/14633/14634/14734/15375/16000/16202/16542/16772/16776/16973/17242/17313/17387/17869/18018/18109/18121/18514/18654/18667/18763/19045/19303/20319/20356/20563/20681/207920/20807/21385/21386/21420/21687/21846/21853/21923/21926/22337/22420/22601/233651/237500/24063/24064/319757/329628/329795/54485/64138/67087/67122/67784/69903/71228/73181/74533/77411/93840/94109/94275/98711",89
"GO:0050900","GO:0050900","leukocyte migration","152/5862","402/28905",0.378109452736318,1.86442404151199,8.8029239232234,2.81741110340572e-16,1.09234083503128e-14,4.35385596639172e-15,"104099/105722/106512/107338/109700/109934/11350/11352/114774/11486/11501/11539/11651/117149/11754/11815/11820/118453/12182/12215/12261/12333/12490/12520/12798/13052/13143/13479/13482/13609/13614/13617/13618/13731/13860/14063/14082/14254/14345/14348/14385/14456/14466/14537/14595/14723/14747/14825/15223/15289/15894/15945/16170/16172/16398/16399/16400/16404/16412/16416/16534/16590/16803/16859/170756/170758/171486/17242/17311/17387/17390/17470/17524/17698/17965/18003/18133/18578/18591/18605/18613/18654/18750/18795/18810/18829/19141/19204/19229/19242/19260/19261/193385/19877/20201/20296/20297/20300/20305/20306/20308/20309/20310/20311/20312/20339/20344/20443/20563/20750/20851/20868/20963/215999/216892/217835/21825/21838/21926/22059/22329/22341/227541/230979/238871/24088/257632/26564/26903/27226/277360/330122/338366/380916/53416/54371/56069/56838/57257/57266/63873/66166/66629/67374/67767/68585/68992/71660/71785/76088/83430/84094",152
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis","79/5862","161/28905",0.490683229813665,2.4195153117987,9.10986180387089,2.94540657850956e-16,1.13512794846033e-14,4.52439699453375e-15,"100088/100502766/103733/103768/107995/108907/11799/12534/12615/13589/15511/16319/16412/16551/16571/16580/16765/16800/17758/17865/18005/18140/18226/18763/18817/192176/193385/193740/20460/20843/20877/20878/212514/21335/213582/214444/216166/21648/218977/223921/229841/233064/233406/234094/24061/24063/24064/268697/26886/26934/26951/270058/320165/434175/52276/56150/56742/57752/66442/66977/67052/67064/67811/67839/68053/68519/70235/70385/71177/71819/71877/72080/72119/72776/73847/75786/76123/76707/83431",79
"GO:0072593","GO:0072593","reactive oxygen species metabolic process","111/5862","262/28905",0.423664122137405,2.0890500597717,8.93144254435233,3.0316428953021e-16,1.16140795679549e-14,4.62914394476893e-15,"105387/107338/11306/11430/11606/11622/11651/11666/11684/11757/11758/11796/11820/11847/11891/12043/12189/12491/12575/12633/12725/12833/12850/12955/13057/13078/13197/13361/13614/13649/14061/14063/140742/14218/14219/14235/14360/14380/14381/14678/14775/14778/14825/15277/15510/16819/16889/17189/17527/17762/17969/17970/17993/18024/18104/18109/18591/18596/18779/18792/19229/19766/20510/20655/20656/208727/20963/213696/214593/21825/21898/21899/21926/22059/22227/22436/227197/230738/234779/236900/23876/268396/269823/27273/27419/277360/320769/50490/50493/50873/53381/54391/54683/56321/64383/66725/67067/67313/67588/68197/68346/68943/69675/70556/71893/80385/83429/93734/93757/93759/99439",111
"GO:0008154","GO:0008154","actin polymerization or depolymerization","92/5862","201/28905",0.45771144278607,2.25693436604083,9.01927834517987,3.14265938802344e-16,1.19681395392419e-14,4.77026529343701e-15,"101497/102774/107351/108100/110380/11350/11518/11567/11854/12332/12333/12345/12488/12631/12632/12808/12985/13043/13717/13800/13829/13860/14063/14248/14457/15163/15894/170643/171580/17974/18481/18613/18643/18645/18706/18709/18754/18829/19201/19229/19240/20259/20356/20401/20563/207278/20740/20741/20742/211401/213556/22003/22323/22351/223601/225115/225288/227753/229474/231637/232906/235041/24088/242553/243725/260409/26401/268970/27361/277360/30948/319262/50874/50875/50876/50918/54004/56320/56419/56431/56441/623781/65970/666244/66898/68166/69524/72042/74192/76441/76820/93689",92
"GO:0050867","GO:0050867","positive regulation of cell activation","157/5862","421/28905",0.3729216152019,1.83884327659688,8.74487807555233,3.8614120295274e-16,1.46188516600225e-14,5.82678706870481e-15,"107527/107823/110557/11350/11352/11475/11486/11501/117149/11776/12010/12043/12053/12144/12151/12182/12389/12394/12479/12494/12509/12520/12575/12703/13032/13136/13137/13350/13482/13641/13642/13643/13655/13844/13846/13848/14082/14182/14219/14252/14256/14312/14375/14456/14634/14723/14724/14726/14732/14972/14997/15006/15007/15013/15015/15018/15040/15289/15510/16000/16002/16008/16168/16169/16170/16190/16193/16195/16196/16453/16478/16534/16803/16818/16852/16859/171284/17242/17260/17311/17387/17974/18019/18124/18214/18457/18591/18596/18761/18829/19116/192176/19260/19261/192656/19401/20111/20296/20344/207952/20850/20851/20963/21333/214812/21825/21838/21898/21899/21926/21950/22034/22042/22329/223601/22433/22724/230979/237877/242122/243910/257632/26362/268564/319757/320404/328365/333883/384783/50723/51869/54219/56048/56468/56708/57257/57376/58194/63953/66725/66993/67155/67245/69583/71890/73182/73747/74015/74048/74411/76088/77777/78317/80859/83430/83796/83945",157
"GO:0007266","GO:0007266","Rho protein signal transduction","74/5862","147/28905",0.503401360544218,2.4822272819056,9.0871249918449,4.33683646352688e-16,1.63227365375783e-14,6.50592210625731e-15,"107351/108100/110596/11303/11350/11352/11549/11816/11855/12053/12554/12558/12614/13617/13860/14063/14065/14251/14570/14673/14726/14745/14766/16400/16412/16765/16800/18032/18208/18596/18613/193385/194231/19876/19877/19878/20166/20354/216805/21687/228543/232906/235041/235611/236920/243362/260409/26934/269608/320271/330171/330914/50768/54126/57874/57912/623781/65079/66725/67168/67169/67425/69288/69581/69632/69903/71544/71653/72536/75687/77446/80837/93840/98845",74
"GO:0044843","GO:0044843","cell cycle G1/S phase transition","106/5862","247/28905",0.42914979757085,2.11609943684501,8.88506885804221,4.82490070206891e-16,1.80541051851834e-14,7.19601163460339e-15,"100088/102423/106795/110957/11477/11504/11651/11785/11792/12034/12043/12054/12055/12122/12298/12322/12325/12428/12443/12444/12448/12530/12534/12571/12575/12576/12696/12914/13205/13555/13649/13685/13924/14199/14451/14632/14726/14841/15468/15586/15904/16323/16412/16600/17246/17829/17869/18018/18214/18763/18764/18795/18973/19054/19192/194655/19650/19891/20133/20135/20460/208643/20913/21385/216166/216190/21752/218793/22040/22059/22061/225182/227331/231803/233805/234736/234779/235041/24075/27214/27375/30963/381290/381293/404710/433938/50523/50927/52679/54394/54624/56190/57376/59036/66993/67155/67941/69188/69274/69581/70601/71733/72611/72776/72993/83796",106
"GO:0006486","GO:0006486","protein glycosylation","91/5862","199/28905",0.457286432160804,2.25483867649404,8.95901915966457,4.88380504431327e-16,1.80644650949427e-14,7.20014089110191e-15,"101351/102580/103963/108150/108760/109154/109785/12499/13135/13200/13478/14345/14348/14423/14425/14426/14537/14538/14583/14584/14595/16168/16430/171212/17309/18145/20014/20440/20442/20443/20444/20446/20447/20448/20452/20454/207958/208624/215494/218271/21982/224143/228366/228368/228875/230145/233733/237500/239559/244745/26433/268880/269181/320011/320438/331026/380959/381903/51801/52014/52463/53625/54128/54218/54613/56219/56374/56737/57170/57357/57377/59048/66059/66248/66357/66435/67075/67547/68304/68563/69038/70377/72050/72297/73068/74498/76483/78754/80286/94192/97884",91
