"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0036465","GO:0036465","synaptic vesicle recycling","31/5862","90/28905",0.344444444444444,1.69842488343,3.34706401138523,0.00120419185275399,0.00336233352031438,0.00134016008455827,"108012/108800/11776/11777/14824/16443/17919/19339/19877/20528/20618/20975/216856/218503/22318/224617/229521/232910/233489/26431/30931/30948/50873/53330/54525/56807/66725/72685/72961/77057/80718",31
"GO:0015909","GO:0015909","long-chain fatty acid transport","25/5862","68/28905",0.367647058823529,1.81283490878439,3.38465288523856,0.00122105171325757,0.00340645376095609,0.00135774554568872,"107508/11421/114229/11520/11651/11666/11770/11816/11957/12491/14077/14081/17250/18779/19016/19300/20525/20963/21825/26457/26569/384783/53357/66350/68039",25
"GO:0071622","GO:0071622","regulation of granulocyte chemotaxis","25/5862","68/28905",0.367647058823529,1.81283490878439,3.38465288523856,0.00122105171325757,0.00340645376095609,0.00135774554568872,"117149/12182/12261/13143/13482/13614/13617/14747/16803/17242/17524/18829/193385/20296/20312/20563/215999/21825/227541/257632/26903/63873/66166/71660/83430",25
"GO:0098781","GO:0098781","ncRNA transcription","47/5862","152/28905",0.30921052631579,1.5246895706513,3.27125963614034,0.00123530880266298,0.00344473459876037,0.0013730035355695,"11606/11820/11835/12159/13207/13649/13653/13871/13982/14283/14815/16600/17125/17130/17864/17869/18019/18131/18591/19016/192657/19285/19401/20017/20019/20602/20729/20787/20788/20807/208727/216443/21676/21752/21926/22059/223701/231803/231915/23871/30878/404634/66420/68077/70333/73181/77305",47
"GO:0001937","GO:0001937","negative regulation of endothelial cell proliferation","19/5862","47/28905",0.404255319148936,1.99334698055271,3.43755109268395,0.00125788871007565,0.00350011748294287,0.00139507806514863,"105450/11816/11819/11946/12389/13805/14254/14609/16840/17260/19016/19274/20692/21825/21926/22436/240725/54485/79264",19
"GO:0007628","GO:0007628","adult walking behavior","19/5862","47/28905",0.404255319148936,1.99334698055271,3.43755109268395,0.00125788871007565,0.00350011748294287,0.00139507806514863,"11352/12286/12288/12298/13643/13838/15211/15932/16531/17762/17993/18145/18605/18858/20273/216869/26889/80297/83429",19
"GO:0048489","GO:0048489","synaptic vesicle transport","19/5862","47/28905",0.404255319148936,1.99334698055271,3.43755109268395,0.00125788871007565,0.00350011748294287,0.00139507806514863,"108012/11776/11777/12934/14183/16572/16574/17756/18457/19339/20528/20615/233489/30931/360213/55946/66725/67774/73689",19
"GO:0086009","GO:0086009","membrane repolarization","19/5862","47/28905",0.404255319148936,1.99334698055271,3.43755109268395,0.00125788871007565,0.00350011748294287,0.00139507806514863,"109676/11928/11931/12289/12293/12297/12389/140492/14609/16511/16518/16523/16535/192176/20266/20271/238161/432442/57814",19
"GO:0090181","GO:0090181","regulation of cholesterol metabolic process","19/5862","47/28905",0.404255319148936,1.99334698055271,3.43755109268395,0.00125788871007565,0.00350011748294287,0.00139507806514863,"110196/11307/11816/13360/13850/14164/14263/192663/19302/19317/20655/20787/20788/226144/235623/67800/67815/69863/76483",19
"GO:0001974","GO:0001974","blood vessel remodeling","23/5862","61/28905",0.377049180327869,1.85919593268118,3.38814320332243,0.00127214138969893,0.00353824631983677,0.00141027547045275,"109934/11622/12168/13010/13617/13717/13819/14609/16000/16449/16878/16971/17246/17260/18162/192176/19664/20348/21814/230103/26362/26365/54485",23
"GO:0000731","GO:0000731","DNA synthesis involved in DNA repair","16/5862","37/28905",0.432432432432432,2.13228581703505,3.47600948252923,0.00128417070177338,0.00356554039543291,0.00142115435276406,"18972/18973/20133/20962/217216/22040/26447/268564/27015/67811/67967/68026/71890/76843/77782/93759",16
"GO:0001953","GO:0001953","negative regulation of cell-matrix adhesion","16/5862","37/28905",0.432432432432432,2.13228581703505,3.47600948252923,0.00128417070177338,0.00356554039543291,0.00142115435276406,"11490/11815/11856/12053/13829/140474/16449/16971/17387/208177/21825/23790/245555/50706/50768/76509",16
"GO:1902882","GO:1902882","regulation of response to oxidative stress","16/5862","37/28905",0.432432432432432,2.13228581703505,3.47600948252923,0.00128417070177338,0.00356554039543291,0.00142115435276406,"11666/12491/13361/140742/15507/18024/20523/207182/211329/224617/23876/26570/50873/50880/68943/71361",16
"GO:2000515","GO:2000515","negative regulation of CD4-positive, alpha-beta T cell activation","16/5862","37/28905",0.432432432432432,2.13228581703505,3.47600948252923,0.00128417070177338,0.00356554039543291,0.00142115435276406,"11847/12053/12394/12505/15289/16190/16453/16859/16950/17131/22724/230738/230979/56468/65960/74048",16
"GO:0021795","GO:0021795","cerebral cortex cell migration","21/5862","54/28905",0.388888888888889,1.91757648129194,3.40401205503301,0.00128979996868199,0.0035780830165678,0.00142615359513522,"12569/13649/14168/14182/14634/14766/16777/16975/19699/19876/20563/223697/244667/319565/328365/545428/68585/69601/71877/72129/83431",21
"GO:0034204","GO:0034204","lipid translocation","21/5862","54/28905",0.388888888888889,1.91757648129194,3.40401205503301,0.00128979996868199,0.0035780830165678,0.00142615359513522,"105722/11303/11980/11982/16534/17250/18669/18671/22038/228432/235527/238257/27403/319581/319767/50770/54667/54670/69076/70310/71345",21
"GO:0042177","GO:0042177","negative regulation of protein catabolic process","38/5862","117/28905",0.324786324786325,1.60149244591415,3.28813570255312,0.00129081542407974,0.00357935720352314,0.00142666146102285,"114128/12306/13010/13649/14198/14360/17025/17309/18104/18673/18752/19025/192176/211323/217379/21857/21858/21859/242669/26903/52033/54198/55988/56150/56207/56353/628746/64383/67025/67903/68077/69601/71890/72330/74841/75744/80280/98170",38
"GO:1904888","GO:1904888","cranial skeletal system development","29/5862","83/28905",0.349397590361446,1.72284840487847,3.32626302117447,0.00132438730899653,0.00367086852743397,0.00146313607689585,"12159/12393/12667/13617/14183/14451/14634/14672/14682/15531/17260/17387/17389/18121/18933/19335/213081/22061/231070/252973/268396/30791/54139/58250/66910/70300/71375/74107/98711",29
"GO:0034394","GO:0034394","protein localization to cell surface","26/5862","72/28905",0.361111111111111,1.78060673262823,3.34492201077965,0.00133484575571899,0.0036966726694524,0.00147342110095442,"107338/109676/11600/11651/13645/13731/13844/14178/16498/192176/19273/19326/20909/216856/21926/22330/22411/230514/233489/23876/260302/27403/30931/67564/68453/99237",26
"GO:0048332","GO:0048332","mesoderm morphogenesis","26/5862","72/28905",0.361111111111111,1.78060673262823,3.34492201077965,0.00133484575571899,0.0036966726694524,0.00147342110095442,"11426/11477/12159/12162/12168/12667/13836/14182/16323/17125/18016/18121/18124/19084/20289/20319/20613/20807/21386/21415/22411/226352/230793/24075/50493/65960",26
"GO:0002397","GO:0002397","MHC class I protein complex assembly","8/5862","13/28905",0.615384615384615,3.0344067396268,3.70043713332694,0.00136792183945591,0.003770426106526,0.00150281777200678,"110557/12010/14972/15006/15007/15013/15015/15018",8
"GO:0002502","GO:0002502","peptide antigen assembly with MHC class I protein complex","8/5862","13/28905",0.615384615384615,3.0344067396268,3.70043713332694,0.00136792183945591,0.003770426106526,0.00150281777200678,"110557/12010/14972/15006/15007/15013/15015/15018",8
"GO:0003093","GO:0003093","regulation of glomerular filtration","8/5862","13/28905",0.615384615384615,3.0344067396268,3.70043713332694,0.00136792183945591,0.003770426106526,0.00150281777200678,"11539/13057/13731/14063/14456/14609/18591/235431",8
"GO:0010561","GO:0010561","negative regulation of glycoprotein biosynthetic process","8/5862","13/28905",0.615384615384615,3.0344067396268,3.70043713332694,0.00136792183945591,0.003770426106526,0.00150281777200678,"15200/16431/16453/170441/27403/56175/56321/64294",8
"GO:0036296","GO:0036296","response to increased oxygen levels","8/5862","13/28905",0.615384615384615,3.0344067396268,3.70043713332694,0.00136792183945591,0.003770426106526,0.00150281777200678,"11972/12389/14102/195040/20656/54411/66290/69668",8
"GO:0051987","GO:0051987","positive regulation of attachment of spindle microtubules to kinetochore","8/5862","13/28905",0.615384615384615,3.0344067396268,3.70043713332694,0.00136792183945591,0.003770426106526,0.00150281777200678,"11799/16319/20877/229841/268697/434175/52276/64383",8
"GO:0070294","GO:0070294","renal sodium ion absorption","8/5862","13/28905",0.615384615384615,3.0344067396268,3.70043713332694,0.00136792183945591,0.003770426106526,0.00150281777200678,"100503085/13614/13617/13618/16535/53416/69847/80884",8
"GO:0090232","GO:0090232","positive regulation of spindle checkpoint","8/5862","13/28905",0.615384615384615,3.0344067396268,3.70043713332694,0.00136792183945591,0.003770426106526,0.00150281777200678,"11799/16319/20877/52276/56150/67052/74335/76464",8
"GO:1902902","GO:1902902","negative regulation of autophagosome assembly","8/5862","13/28905",0.615384615384615,3.0344067396268,3.70043713332694,0.00136792183945591,0.003770426106526,0.00150281777200678,"20333/225020/56312/66725/67846/68943/76983/78246",8
"GO:1904424","GO:1904424","regulation of GTP binding","8/5862","13/28905",0.615384615384615,3.0344067396268,3.70043713332694,0.00136792183945591,0.003770426106526,0.00150281777200678,"13838/16765/193385/229534/268970/67839/73205/75687",8
"GO:2000672","GO:2000672","negative regulation of motor neuron apoptotic process","8/5862","13/28905",0.615384615384615,3.0344067396268,3.70043713332694,0.00136792183945591,0.003770426106526,0.00150281777200678,"12017/12043/12804/12931/13867/19877/26404/56708",8
"GO:0045132","GO:0045132","meiotic chromosome segregation","34/5862","102/28905",0.333333333333333,1.64363698396452,3.28438897926686,0.001375805306247,0.00379053208519079,0.00151083162009911,"104271/105988/11920/12190/12316/12442/12448/14211/14841/18817/20878/20962/211651/213389/215387/21973/22137/22210/229841/237911/381678/50878/66713/66977/67052/67141/69716/71709/71846/72415/72787/76464/76915/78658",34
"GO:1902369","GO:1902369","negative regulation of RNA catabolic process","30/5862","87/28905",0.344827586206897,1.7003141213426,3.29953669703146,0.00140343617687922,0.00386500437928741,0.00154051481343813,"100342/117149/11810/12006/12457/12696/13434/13555/14265/17164/17299/18772/19317/20556/213236/217827/217980/22033/22057/245945/28114/319765/53422/56190/56460/56698/666794/73158/74108/75420",30
"GO:0002092","GO:0002092","positive regulation of receptor internalization","15/5862","34/28905",0.441176470588235,2.17540189054127,3.45881474314477,0.00141313089713328,0.0038833947284158,0.00154784484530262,"11600/11820/12512/13132/13645/14265/18693/20339/20963/216869/234779/30878/50791/52906/93742",15
"GO:0006505","GO:0006505","GPI anchor metabolic process","15/5862","34/28905",0.441176470588235,2.17540189054127,3.45881474314477,0.00141313089713328,0.0038833947284158,0.00154784484530262,"14731/14755/14756/18700/225651/233575/327942/433931/55981/56176/56703/66268/67063/67292/68563",15
"GO:0035929","GO:0035929","steroid hormone secretion","15/5862","34/28905",0.441176470588235,2.17540189054127,3.45881474314477,0.00141313089713328,0.0038833947284158,0.00154784484530262,"114679/11606/12161/12394/12953/13132/14419/16323/16535/19247/20750/211323/21333/69847/78896",15
"GO:0048799","GO:0048799","animal organ maturation","15/5862","34/28905",0.441176470588235,2.17540189054127,3.45881474314477,0.00141313089713328,0.0038833947284158,0.00154784484530262,"105722/13595/14184/16000/18605/20354/21827/233651/235611/239337/270669/329628/68259/71982/73121",15
"GO:0070741","GO:0070741","response to interleukin-6","15/5862","34/28905",0.441176470588235,2.17540189054127,3.45881474314477,0.00141313089713328,0.0038833947284158,0.00154784484530262,"12496/12631/12705/14388/16193/16194/16195/18033/18673/19766/20344/224619/22601/230594/67445",15
"GO:0042058","GO:0042058","regulation of epidermal growth factor receptor signaling pathway","24/5862","65/28905",0.369230769230769,1.82064404377608,3.34076743381654,0.00141490052944823,0.00388494019092527,0.00154846083629664,"108686/109700/11606/12402/12554/13649/13982/15114/18226/208994/215114/217344/22088/226250/24064/26365/26367/56468/69601/70294/73711/74155/75659/80794",24
"GO:0060760","GO:0060760","positive regulation of response to cytokine stimulus","24/5862","65/28905",0.369230769230769,1.82064404377608,3.34076743381654,0.00141490052944823,0.00388494019092527,0.00154846083629664,"12362/12767/13614/14082/14456/15458/16196/192656/19766/21898/228607/230073/24088/245945/26362/266692/434341/50873/54123/54396/54651/58203/67445/71586",24
"GO:0010951","GO:0010951","negative regulation of endopeptidase activity","53/5862","177/28905",0.299435028248588,1.47648746017152,3.20713900905009,0.00142362645735907,0.00389851318007615,0.00155387076311628,"110651/110957/11651/11799/11826/12258/12406/12505/12633/12955/12991/13010/13205/13479/14456/14775/15370/15511/15950/16600/17002/171580/19225/20111/20317/20319/20439/20708/20713/20715/20716/20717/20719/20723/20724/21825/21857/21858/21859/21926/223701/233489/238393/30948/319433/53614/55948/59009/628900/67338/69076/80751/83945",53
"GO:0010559","GO:0010559","regulation of glycoprotein biosynthetic process","18/5862","44/28905",0.409090909090909,2.01719084395645,3.40569274789112,0.00142468971403653,0.00389851318007615,0.00155387076311628,"114774/12043/15200/16000/16168/16431/16453/170441/18795/18829/20652/27403/51801/56175/56321/59287/64294/68059",18
"GO:0021532","GO:0021532","neural tube patterning","18/5862","44/28905",0.409090909090909,2.01719084395645,3.40569274789112,0.00142468971403653,0.00389851318007615,0.00155387076311628,"12151/12159/14451/14633/14634/15375/19335/213081/240888/244585/319757/544696/66910/68146/70495/72475/72507/81896",18
"GO:0045022","GO:0045022","early endosome to late endosome transport","18/5862","44/28905",0.409090909090909,2.01719084395645,3.40569274789112,0.00142468971403653,0.00389851318007615,0.00155387076311628,"101240/104831/13132/13731/14339/170833/17698/18016/192176/216344/231876/245886/26396/27681/54198/55988/74349/77963",18
"GO:0046006","GO:0046006","regulation of activated T cell proliferation","18/5862","44/28905",0.409090909090909,2.01719084395645,3.40569274789112,0.00142468971403653,0.00389851318007615,0.00155387076311628,"11846/12231/12367/14082/14732/15289/16000/16002/16008/16453/19084/19122/20850/20851/21950/434215/50723/83430",18
"GO:0050918","GO:0050918","positive chemotaxis","18/5862","44/28905",0.409090909090909,2.01719084395645,3.40569274789112,0.00142468971403653,0.00389851318007615,0.00155387076311628,"11600/12554/13609/140571/14063/14178/15289/16170/16398/16542/16971/18213/18654/18750/18829/20312/20356/22341",18
"GO:0072595","GO:0072595","maintenance of protein localization in organelle","18/5862","44/28905",0.409090909090909,2.01719084395645,3.40569274789112,0.00142468971403653,0.00389851318007615,0.00155387076311628,"102774/103172/110355/11651/12021/14609/15277/19387/20684/216440/223697/231070/56334/64009/66913/67830/68137/68943",18
"GO:1904707","GO:1904707","positive regulation of vascular associated smooth muscle cell proliferation","18/5862","44/28905",0.409090909090909,2.01719084395645,3.40569274789112,0.00142468971403653,0.00389851318007615,0.00155387076311628,"110355/11504/11606/13433/13614/14183/14678/16000/16011/17246/17390/18124/18214/18591/19017/21752/21926/60611",18
"GO:0009451","GO:0009451","RNA modification","48/5862","157/28905",0.305732484076433,1.5075396540821,3.21623933327839,0.00144017191951486,0.00393920377135472,0.00157008923338972,"101122/106338/109095/110532/11651/11810/13434/14911/17299/20226/211006/212528/212728/224481/227682/230734/231803/233189/234728/245945/271842/28114/328162/433813/52530/56361/60507/66138/66254/66926/66966/67838/68291/68327/68730/68736/69113/69372/69786/70359/71916/72026/72341/74467/74753/75284/83669/98956",48
"GO:2000027","GO:2000027","regulation of animal organ morphogenesis","36/5862","110/28905",0.327272727272727,1.61375267516516,3.25284650752663,0.00146573646180416,0.004006630287132,0.00159696411791251,"11606/11835/12034/12159/12162/12393/12490/12614/13614/13617/14164/14178/14182/14186/14362/18121/18590/19664/19876/20319/20583/20681/21926/22409/238386/24063/240725/319757/494504/52906/57265/57764/71461/72080/93840/94275",36
"GO:0010883","GO:0010883","regulation of lipid storage","22/5862","58/28905",0.379310344827586,1.87034553347686,3.3464762398228,0.00146793570805737,0.004006630287132,0.00159696411791251,"100705/106326/11307/11520/12266/12491/12683/16410/16416/16956/17294/19016/20778/20788/228790/228859/230738/66853/67469/69863/72759/93759",22
"GO:0042743","GO:0042743","hydrogen peroxide metabolic process","22/5862","58/28905",0.379310344827586,1.87034553347686,3.3464762398228,0.00146793570805737,0.004006630287132,0.00159696411791251,"11430/11757/11758/13057/14360/14775/14778/17969/20655/20656/213696/214593/320769/50490/50493/53381/54683/68943/69675/83429/93734/99439",22
"GO:0099084","GO:0099084","postsynaptic specialization organization","22/5862","58/28905",0.379310344827586,1.87034553347686,3.3464762398228,0.00146793570805737,0.004006630287132,0.00159696411791251,"12558/12631/16412/16416/18164/18213/19229/19280/19699/20743/216856/217692/225875/236915/240057/270163/319387/56320/58234/66220/67299/73340",22
"GO:1905144","GO:1905144","response to acetylcholine","22/5862","58/28905",0.379310344827586,1.87034553347686,3.3464762398228,0.00146793570805737,0.004006630287132,0.00159696411791251,"109305/110454/12569/12669/12672/13617/14672/14678/14682/16438/17067/17069/18457/18795/19878/20411/20866/22063/23934/381290/57248/67865",22
"GO:0051057","GO:0051057","positive regulation of small GTPase mediated signal transduction","31/5862","91/28905",0.340659340659341,1.67976087372198,3.27572515013078,0.00147647118227316,0.00402821896104709,0.00160556893920247,"11603/12175/14063/14065/14272/14745/14766/16000/16410/17311/18049/18596/19699/19876/20354/20663/211323/21648/21687/228357/231134/235611/26921/319974/320127/320404/385354/65079/67168/68585/74769",31
"GO:0030219","GO:0030219","megakaryocyte differentiation","20/5862","51/28905",0.392156862745098,1.93369056937002,3.3660256262457,0.00147802654612052,0.0040307537503524,0.00160657925642092,"14247/14390/14723/14724/16590/17132/17260/17268/18718/192176/19247/20259/20807/226421/235627/23991/242687/29813/57816/66663",20
"GO:0019827","GO:0019827","stem cell population maintenance","62/5862","214/28905",0.289719626168224,1.4285816776514,3.17394952462888,0.00148454361160369,0.00404681181036907,0.0016129796836658,"104263/107392/108829/109880/110157/12054/12055/12162/12316/12558/12914/13388/13711/14182/14184/14369/16590/16600/16826/16878/16973/17391/17869/18032/18121/18536/18933/19130/19242/19664/20481/20843/211651/21386/21415/21420/21676/21678/21679/22061/225895/22601/230594/233064/235497/24061/319757/387609/51869/52463/52592/54624/57376/57746/66083/67155/68036/74016/76246/77889/93840/94352",62
"GO:0010460","GO:0010460","positive regulation of heart rate","14/5862","31/28905",0.451612903225806,2.22686301053257,3.44711534015911,0.00153854874820887,0.00418693435241956,0.00166882977606988,"11486/11535/11549/11957/13614/16535/19736/20271/20510/22003/238871/30878/54140/93759",14
"GO:0034067","GO:0034067","protein localization to Golgi apparatus","14/5862","31/28905",0.451612903225806,2.22686301053257,3.44711534015911,0.00153854874820887,0.00418693435241956,0.00166882977606988,"107338/108672/19338/20660/217151/231474/231580/245860/55978/66629/70297/75687/76895/98733",14
"GO:0070233","GO:0070233","negative regulation of T cell apoptotic process","14/5862","31/28905",0.451612903225806,2.22686301053257,3.44711534015911,0.00153854874820887,0.00418693435241956,0.00166882977606988,"11486/11847/12043/12144/12159/14082/14732/16453/16579/18761/20442/20723/58208/76088",14
"GO:1902932","GO:1902932","positive regulation of alcohol biosynthetic process","14/5862","31/28905",0.451612903225806,2.22686301053257,3.44711534015911,0.00153854874820887,0.00418693435241956,0.00166882977606988,"110196/11307/12161/13132/14164/17886/18799/19204/192663/19317/20787/20788/235623/67815",14
"GO:0016239","GO:0016239","positive regulation of macroautophagy","28/5862","80/28905",0.35,1.72581883316274,3.27884539953416,0.00154284214578302,0.00419313694897662,0.00167130200920088,"11555/11739/11740/13179/140742/16542/170625/17281/18718/192656/19328/21968/24088/257632/268656/268749/29810/435626/50873/54396/56367/66597/67839/68943/73158/73205/80888/93759",28
"GO:0033143","GO:0033143","regulation of intracellular steroid hormone receptor signaling pathway","28/5862","80/28905",0.35,1.72581883316274,3.27884539953416,0.00154284214578302,0.00419313694897662,0.00167130200920088,"108655/11835/12034/12064/12189/12753/12953/13132/13207/14815/15375/15468/16000/17978/18212/18673/192169/20602/22061/22601/235041/56198/59035/66663/67685/67890/77889/93759",28
"GO:0048644","GO:0048644","muscle organ morphogenesis","32/5862","95/28905",0.336842105263158,1.66093842590099,3.25449453579151,0.00154343403233773,0.00419313694897662,0.00167130200920088,"107589/107765/109620/110532/11600/12814/13609/13617/13805/14183/14362/15213/16878/17069/17131/18121/19130/19664/211323/21814/22003/27419/28146/54485/57265/58859/63958/67451/68927/71371/77446/93840",32
"GO:0060079","GO:0060079","excitatory postsynaptic potential","32/5862","95/28905",0.336842105263158,1.66093842590099,3.25449453579151,0.00154343403233773,0.00419313694897662,0.00167130200920088,"108100/110355/110891/11539/11555/11820/12064/12297/13385/13400/14739/17260/19085/19229/19699/19736/20238/216856/224617/231637/243725/320127/380785/50873/54615/56320/58234/63959/66725/72961/75786/94045",32
"GO:0048599","GO:0048599","oocyte development","25/5862","69/28905",0.36231884057971,1.78656193909187,3.29930401764825,0.00155070592736602,0.00420933924442333,0.00167775992585451,"100009600/100121/11920/12043/12173/12190/13614/13617/13874/16000/18795/19229/20112/20878/230103/230594/242202/268697/50915/54611/64383/67141/69716/70465/72634",25
"GO:0061082","GO:0061082","myeloid leukocyte cytokine production","25/5862","69/28905",0.36231884057971,1.78656193909187,3.29930401764825,0.00155070592736602,0.00420933924442333,0.00167775992585451,"100689/104721/117149/12053/12362/12491/142980/14456/16590/17164/18124/192656/20361/20963/21898/228607/230073/234779/24088/245860/257632/26362/67116/68585/93759",25
"GO:0002366","GO:0002366","leukocyte activation involved in immune response","91/5862","336/28905",0.270833333333333,1.33545504947117,3.11952754043735,0.00155297081685225,0.00421371002414042,0.0016795020327811,"107823/108655/109934/11350/11486/11745/11891/12053/12520/12557/13388/13419/14063/14159/14191/14312/14389/14824/14991/15289/15510/15894/15900/16182/16190/16193/16194/16431/16453/16590/16803/16852/16859/16950/17131/17242/17305/18124/18605/18754/18826/19204/19229/192656/19401/19883/20277/20351/20442/20556/20619/20909/20910/209558/20963/210293/21898/21926/21929/21946/22040/22042/22059/22256/22318/22433/22631/22724/230738/234779/237877/243910/26903/26909/28040/378460/50723/51869/56048/56468/56708/69583/70110/71675/71890/73747/74732/75974/80859/83430/93685",91
"GO:0042472","GO:0042472","inner ear morphogenesis","39/5862","122/28905",0.319672131147541,1.57627481249056,3.21716915349407,0.00156620472073502,0.00424782704705041,0.00169310040784761,"100503041/109934/110253/11941/12614/12814/13388/13844/14182/14183/14233/14365/14633/16535/17910/18124/18208/18933/193385/20655/21385/21386/21417/216560/224796/231070/24064/241226/26564/26941/320398/56847/57265/68588/71461/72747/73750/93840/97031",39
"GO:0002418","GO:0002418","immune response to tumor cell","17/5862","41/28905",0.414634146341463,2.04452405322416,3.37570500150125,0.00160734636177547,0.00435207454118087,0.00173465141095446,"110557/11490/11622/140474/14972/15006/15007/15013/15015/15018/15064/15289/15510/26365/52118/54722/77777",17
"GO:0010664","GO:0010664","negative regulation of striated muscle cell apoptotic process","17/5862","41/28905",0.414634146341463,2.04452405322416,3.37570500150125,0.00160734636177547,0.00435207454118087,0.00173465141095446,"11739/12043/12633/16202/16579/17242/18024/19317/20319/211323/243912/26897/29810/52040/56312/68346/93759",17
"GO:0032872","GO:0032872","regulation of stress-activated MAPK cascade","17/5862","41/28905",0.414634146341463,2.04452405322416,3.37570500150125,0.00160734636177547,0.00435207454118087,0.00173465141095446,"117149/14102/14235/16012/17318/17966/192656/21898/257632/26396/330177/52033/59041/63953/67313/76788/97541",17
"GO:0051438","GO:0051438","regulation of ubiquitin-protein transferase activity","17/5862","41/28905",0.414634146341463,2.04452405322416,3.37570500150125,0.00160734636177547,0.00435207454118087,0.00173465141095446,"105171/107995/11350/12234/14155/17131/18817/211770/213539/228775/56150/56424/66412/67025/67121/67141/71890",17
"GO:0015837","GO:0015837","amine transport","41/5862","130/28905",0.315384615384615,1.55513345405874,3.1995859530779,0.00161230887759317,0.00436184108288762,0.00173854416260461,"110355/11539/11606/11846/11847/12286/12495/12801/12934/14815/16412/17918/18430/18546/18799/19224/19339/19735/19736/20539/20618/20910/20981/215113/21926/229521/268860/30931/319508/50934/54140/54393/54525/60510/66925/67760/68585/68682/68943/72401/76257",41
"GO:0035249","GO:0035249","synaptic transmission, glutamatergic","41/5862","130/28905",0.315384615384615,1.55513345405874,3.1995859530779,0.00161230887759317,0.00436184108288762,0.00173854416260461,"11539/11555/12286/12298/12558/12725/12752/12801/13649/14807/14815/16523/17260/17918/18212/18430/18791/19225/19229/19699/20296/208117/20910/210274/216856/22249/244667/245666/26556/26564/320127/353342/50873/53357/53623/58234/66725/67760/67808/68318/72961",41
"GO:0006606","GO:0006606","protein import into nucleus","54/5862","182/28905",0.296703296703297,1.46301753517721,3.16046223350881,0.00162151268074113,0.00438489731649155,0.00174773392435477,"110379/11600/11606/11640/11651/11815/12034/12159/12189/12491/12534/12575/12631/12953/13207/13605/14634/15163/15587/16193/16480/16543/16905/18226/18709/18760/18761/18767/18969/192176/19225/19260/19335/20963/216190/21687/22059/22433/228607/230500/230673/230738/241639/29810/319757/320727/56338/66306/66725/67890/69482/69723/72565/72993",54
"GO:0001977","GO:0001977","renal system process involved in regulation of blood volume","9/5862","16/28905",0.5625,2.77363741044012,3.5792410598031,0.00163261135178768,0.00438542848919261,0.00174794563935795,"110784/11539/13057/13731/14063/14456/14609/18591/235431",9
"GO:0006244","GO:0006244","pyrimidine nucleotide catabolic process","9/5862","16/28905",0.5625,2.77363741044012,3.5792410598031,0.00163261135178768,0.00438542848919261,0.00174794563935795,"103850/12499/50773/66422/67464/72269/72962/93685/99586",9
"GO:0006857","GO:0006857","oligopeptide transport","9/5862","16/28905",0.5625,2.77363741044012,3.5792410598031,0.00163261135178768,0.00438542848919261,0.00174794563935795,"12349/12557/171429/17250/26570/26941/27416/56615/68066",9
"GO:0006978","GO:0006978","DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator","9/5862","16/28905",0.5625,2.77363741044012,3.5792410598031,0.00163261135178768,0.00438542848919261,0.00174794563935795,"12190/12575/14235/22059/29813/56190/59092/67941/83383",9
"GO:0009148","GO:0009148","pyrimidine nucleoside triphosphate biosynthetic process","9/5862","16/28905",0.5625,2.77363741044012,3.5792410598031,0.00163261135178768,0.00438542848919261,0.00174794563935795,"18102/18103/21915/22169/51797/54369/69719/75533/80914",9
"GO:0009176","GO:0009176","pyrimidine deoxyribonucleoside monophosphate metabolic process","9/5862","16/28905",0.5625,2.77363741044012,3.5792410598031,0.00163261135178768,0.00438542848919261,0.00174794563935795,"103850/18102/18103/20425/22171/50773/72269/72962/99586",9
"GO:0014004","GO:0014004","microglia differentiation","9/5862","16/28905",0.5625,2.77363741044012,3.5792410598031,0.00163261135178768,0.00438542848919261,0.00174794563935795,"11820/14466/14815/18605/19317/21898/24088/27419/70747",9
"GO:0031650","GO:0031650","regulation of heat generation","9/5862","16/28905",0.5625,2.77363741044012,3.5792410598031,0.00163261135178768,0.00438542848919261,0.00174794563935795,"105171/12801/13618/19225/21926/26457/268860/30878/64292",9
"GO:0032488","GO:0032488","Cdc42 protein signal transduction","9/5862","16/28905",0.5625,2.77363741044012,3.5792410598031,0.00163261135178768,0.00438542848919261,0.00174794563935795,"11303/11350/11816/18208/228543/69288/69581/71653/80837",9
"GO:0034501","GO:0034501","protein localization to kinetochore","9/5862","16/28905",0.5625,2.77363741044012,3.5792410598031,0.00163261135178768,0.00438542848919261,0.00174794563935795,"12534/208628/20877/22137/26951/68014/70385/76464/83815",9
"GO:0045760","GO:0045760","positive regulation of action potential","9/5862","16/28905",0.5625,2.77363741044012,3.5792410598031,0.00163261135178768,0.00438542848919261,0.00174794563935795,"114774/11549/11735/14466/20271/20544/21333/21926/56508",9
"GO:0072109","GO:0072109","glomerular mesangium development","9/5862","16/28905",0.5625,2.77363741044012,3.5792410598031,0.00163261135178768,0.00438542848919261,0.00174794563935795,"12159/12162/12633/13653/16194/16416/18591/18596/71785",9
"GO:0090051","GO:0090051","negative regulation of cell migration involved in sprouting angiogenesis","9/5862","16/28905",0.5625,2.77363741044012,3.5792410598031,0.00163261135178768,0.00438542848919261,0.00174794563935795,"105450/105844/114715/16600/18709/21825/23938/243362/54485",9
